ITZ_GEOID,SQUARE_METER_GREENSPACE_COVERAGE
"MN126",27345.591760319967
"MN114.02",12996.183039840009
"MN120",29477.368141920037
"MN114.01",6098.503932
"MN89",51907.4600558399
"MN83",23802.804007200004
"MN75",54581.53470767998
"MN79",58503.11138064005
"MN63",38351.72200607999
"MN87",18338.247194400003
"MN77",41086.34621423998
"MN81",24950.13332544002
"MN71",35989.75511712005
"MN73",40811.02805519996
"MN58",5245.050155040008
"MN93",59375.54060352002
"MN95",7161.291483839994
"MN91",15640.644847680007
"MN39",104233.93604783995
"MN69",65022.76801871999
"MN67",38903.42670911994
"MN235.01",50865.27375311993
"MN234",11023.851500640001
"MN235.02",3897.421882560002
"MN239",13735.226723039992
"MN243.02",83609.39149056005
"MN161",29964.969747359995
"MN197.02",5192.374131360004
"MN216",18577.681554240033
"MN112.03",2041.0797887999986
"MN112.02",3143.049197760002
"MN28",40079.02177728012
"MN34",29912.015014560035
"MN20",55416.524005439984
"MN26.02",27553.485538080015
"MN55.01",37929.059625600006
"MN59",14372.262868320033
"MN38",32366.977846559985
"MN57",5865.340527360004
"MN55.02",8841.651994079999
"MN36.02",20955.60454031998
"MN42",8014.489777440003
"MN293",10788.202939679994
"MN74",8087.488341119987
"BX115.02",60115.002350399984
"BX420",14027.639041440001
"BX408",11248.351696799993
"BX210.02",82971.31018608001
"BX52",30577.31690975999
"BX237.04",19668.66517872002
"BX383.01",24053.804795520016
"BX383.02",34645.21587072011
"BX267.02",44014.37132592003
"BX273",39308.41428624005
"BX267.01",10047.881839680012
"BX403.03",14706.713812320024
"BX403.04",8200.551340800008
"BX403.02",4147.934929919999
"BX293.01",207701.8633051202
"MN1",163272.58700256015
"MN319",75029.54026319999
"BK549",84641.42813616004
"MN54",8278.009250399997
"MN277",21486.754445760023
"MN279",28489.692697919985
"MN281",43756.86732480002
"MN267",6216.769501920006
"MN249",8479.58562144
"MN251",19062.031553280005
"MN253",15050.640866400023
"MN243.01",21830.309887680043
"MN214",39419.08503263999
"MN102",9563.88022703999
"MN92",13393.761599520009
"MN112.01",2932.2521999999994
"MN65",59704.974783360034
"MN40",28505.834601120012
"MN61",13236.128366400006
"MN190",15030.480906720013
"MN32",77142.06248975985
"BX451.01",38437.93602719999
"BX418",52657.74500688007
"BX212",45414.51304176004
"BX119",40851.67313520002
"BX89",23476.92336864002
"BX399.02",21052.20047616
"BX159",25777.086510239984
"BX399.01",26512.46052336003
