,2010_distance_from_park,2014_distance_from_park,2018_distance_from_park,d_2010_2014_distance_from_park,d_2014_2018_distance_from_park,d_2010_2018_distance_from_park
QN532,2615.349988419083,2615.349988419085,2615.3499884190833,2.2737367544323206e-12,-1.8189894035458565e-12,4.547473508864641e-13
BK620,1369.7607443543607,1132.9075422428064,1211.8586096133256,-236.8532021115543,78.95106737051924,-157.90213474103507
BK102,753.3713639779467,753.3713639779467,753.3713639779471,0.0,4.547473508864641e-13,4.547473508864641e-13
BX434,1788.3560156494304,1340.957639275875,1191.8248471513555,-447.3983763735555,-149.13279212451948,-596.531168498075
BK218,1286.1386968992601,1286.1386968992597,1245.8951274423569,-4.547473508864641e-13,-40.24356945690283,-40.24356945690329
BK408,1929.8341823645872,1929.8341823645865,1929.8341823645872,-6.821210263296962e-13,6.821210263296962e-13,0.0
QN261,1079.920578659637,1079.9205786596367,1079.920578659637,-2.2737367544323206e-13,2.2737367544323206e-13,0.0
SI20.01,1738.3084581450837,1738.3084581450835,1762.845951565977,-2.2737367544323206e-13,24.537493420893497,24.53749342089327
BK680,1395.3342102525016,1395.3342102525025,1395.3342102525041,9.094947017729282e-13,1.5916157281026244e-12,2.5011104298755527e-12
BK398,695.5975833904703,695.5975833904694,695.5975833904688,-9.094947017729282e-13,-5.684341886080801e-13,-1.4779288903810084e-12
BK930,699.2164378027046,699.2164378027045,699.2164378027051,-1.1368683772161603e-13,5.684341886080801e-13,4.547473508864641e-13
BK41,614.0939206872144,614.0939206872139,614.0939206872137,-5.684341886080801e-13,-2.2737367544323206e-13,-7.958078640513122e-13
BK413,1032.282346904633,990.5048868726607,976.5790668620018,-41.77746003197228,-13.925820010658867,-55.70328004263115
BK181,740.3327783150029,740.3327783150033,740.3327783150038,4.547473508864641e-13,4.547473508864641e-13,9.094947017729282e-13
QN327,1279.9567573287304,1279.95675732873,1279.95675732873,-4.547473508864641e-13,0.0,-4.547473508864641e-13
BK157,1643.7358946268857,1643.735894626885,1643.7358946268864,-6.821210263296962e-13,1.3642420526593924e-12,6.821210263296962e-13
BK902,699.9855102648869,610.2436856474924,580.3297441083611,-89.74182461739451,-29.913941539131315,-119.65576615652583
QN103,1400.045212784397,1400.0452127843957,1400.045212784395,-1.3642420526593924e-12,-6.821210263296962e-13,-2.0463630789890885e-12
BK591,497.28535416211815,497.28535416211787,497.28535416211906,-2.8421709430404007e-13,1.1937117960769683e-12,9.094947017729282e-13
BK182,987.375823667109,987.375823667109,987.3758236671085,0.0,-4.547473508864641e-13,-4.547473508864641e-13
QN788,1525.2857194972253,1525.285719497225,1525.2857194972253,-2.2737367544323206e-13,2.2737367544323206e-13,0.0
QN142.02,939.4739993626768,1206.4762646489407,1295.4770197443638,267.002265286264,89.00075509542307,356.00302038168707
QN620,1957.6008661828675,1957.6008661828685,1957.600866182867,9.094947017729282e-13,-1.3642420526593924e-12,-4.547473508864641e-13
BK256,2286.402843811696,2286.4028438116943,2286.4028438116957,-1.8189894035458565e-12,1.3642420526593924e-12,-4.547473508864641e-13
BK298,1975.8638411296351,1818.2619796386255,1765.728025808287,-157.60186149100969,-52.53395383033853,-210.13581532134822
BK780,1176.13173037313,1176.131730373131,1176.13173037313,9.094947017729282e-13,-9.094947017729282e-13,0.0
QN28,1494.3120772184145,1494.3120772184138,1494.312077218413,-6.821210263296962e-13,-9.094947017729282e-13,-1.5916157281026244e-12
QN521,946.3364756007103,946.3364756007093,946.3364756007074,-1.0231815394945443e-12,-1.8189894035458565e-12,-2.8421709430404007e-12
QN525,1126.301560328773,1126.3015603287727,1126.3015603287724,-2.2737367544323206e-13,-2.2737367544323206e-13,-4.547473508864641e-13
QN2,876.3442130793321,876.344213079333,876.3442130793334,9.094947017729282e-13,3.410605131648481e-13,1.2505552149377763e-12
QN196,1943.846042175214,1943.8460421752156,1936.1689597143045,1.5916157281026244e-12,-7.677082460911151,-7.67708246090956
QN594,4825.764610038153,4825.764610038148,4825.764610038143,-4.547473508864641e-12,-5.4569682106375694e-12,-1.000444171950221e-11
BK1166,1158.6658618117183,1277.1523991520917,1316.6479115988861,118.48653734037339,39.495512446794464,157.98204978716785
BK339,951.3716329983129,951.3716329983124,1033.7295946716329,-4.547473508864641e-13,82.35796167332046,82.35796167332
QN263,757.8602869516717,757.8602869516709,757.8602869516704,-7.958078640513122e-13,-4.547473508864641e-13,-1.2505552149377763e-12
BK435,574.2550122906849,512.0971068970644,491.3778050991911,-62.15790539362058,-20.719301797873243,-82.87720719149382
BX250,1412.4536702226758,1412.4536702226762,1412.453670222676,4.547473508864641e-13,-2.2737367544323206e-13,2.2737367544323206e-13
BK1162,905.6314648786188,905.6314648786183,905.6314648786184,-4.547473508864641e-13,1.1368683772161603e-13,-3.410605131648481e-13
BK64,2527.2854588980153,2732.271615586575,2793.7491257043052,204.98615668855973,61.47751011773016,266.4636668062899
BK1172.02,1111.1875044406222,1110.724599277922,1110.5702975570218,-0.4629051627002809,-0.15430172090009364,-0.6172068836003746
BK243,1372.8057266739286,1165.6102756974956,1096.5451253720191,-207.195450976433,-69.06515032547645,-276.26060130190945
QN485,1239.7342468375195,1239.734246837518,1239.7342468375193,-1.5916157281026244e-12,1.3642420526593924e-12,-2.2737367544323206e-13
QN483,835.5750277658868,835.5750277658868,835.5750277658872,0.0,3.410605131648481e-13,3.410605131648481e-13
BK1132,907.792881447849,906.9569591552231,906.6783183910145,-0.8359222926259235,-0.2786407642086033,-1.1145630568345268
BK678,1098.944596229698,1098.9445962296984,1098.9445962296988,4.547473508864641e-13,4.547473508864641e-13,9.094947017729282e-13
QN204,2425.3659114825477,2425.3659114825477,1930.90754397501,0.0,-494.4583675075378,-494.4583675075378
BK34,2898.171888442089,2898.1718884420875,2898.171888442085,-1.3642420526593924e-12,-2.2737367544323206e-12,-3.637978807091713e-12
BK204,2209.8963772137986,2214.2508571990784,2215.7023505275088,4.354479985279795,1.451493328430388,5.805973313710183
BK439,1225.8243686195174,1225.8243686195192,1225.8243686195206,1.8189894035458565e-12,1.3642420526593924e-12,3.183231456205249e-12
BK920,653.9723857508476,653.9723857508476,653.9723857508479,0.0,3.410605131648481e-13,3.410605131648481e-13
BX406,712.5530124172697,712.5530124172691,712.5530124172694,-5.684341886080801e-13,3.410605131648481e-13,-2.2737367544323206e-13
BK950,948.1155906417016,948.115590641701,948.1155906417007,-5.684341886080801e-13,-3.410605131648481e-13,-9.094947017729282e-13
BK45,428.1136622188327,428.11366221883173,428.1136622188319,-9.663381206337363e-13,1.7053025658242404e-13,-7.958078640513122e-13
BK58,1750.9461871991184,1750.9461871991198,1691.8943118886928,1.3642420526593924e-12,-59.05187531042702,-59.05187531042566
BK268,1321.2074902131044,1321.2074902131033,1321.2074902131033,-1.1368683772161603e-12,0.0,-1.1368683772161603e-12
BK562,1720.7198483737332,1720.7198483737338,1720.7198483737338,6.821210263296962e-13,0.0,6.821210263296962e-13
QN291,681.3225480648467,681.3225480648458,656.4844523025201,-9.094947017729282e-13,-24.83809576232568,-24.83809576232659
BK437,634.4293003770874,634.429300377088,634.4293003770889,5.684341886080801e-13,9.094947017729282e-13,1.4779288903810084e-12
QN232,2239.110366019504,2239.1750873530405,2239.196661130888,0.06472133353645404,0.021573777847606834,0.08629511138406087
MN38,586.7592871689116,586.7592871689118,586.7592871689112,2.2737367544323206e-13,-5.684341886080801e-13,-3.410605131648481e-13
BK184,1170.469718791593,1170.4697187915938,1170.4697187915936,6.821210263296962e-13,-2.2737367544323206e-13,4.547473508864641e-13
BK141,913.160529520158,913.1605295201574,913.1605295201567,-5.684341886080801e-13,-6.821210263296962e-13,-1.2505552149377763e-12
BK1158,498.7277110315481,485.33955321345957,479.6128140065248,-13.38815781808853,-5.726739206934781,-19.11489702502331
BK1006,1729.922272003571,1729.9222720035687,1729.9222720035675,-2.2737367544323206e-12,-1.1368683772161603e-12,-3.410605131648481e-12
QN69,778.7033462396568,1178.548451079796,1061.8172043346003,399.84510484013924,-116.73124674519568,283.11385809494357
QN235,1229.79226296349,1229.7922629634909,1229.7922629634927,9.094947017729282e-13,1.8189894035458565e-12,2.7284841053187847e-12
BK108,1583.7391594450337,1583.739159445033,1583.7391594450357,-6.821210263296962e-13,2.7284841053187847e-12,2.0463630789890885e-12
BK750,2517.5219859102162,2022.0566875393874,1856.9015880824463,-495.4652983708288,-165.15509945694112,-660.6203978277699
BK244,1007.0452827937963,1007.0452827937959,1007.3837903355123,-4.547473508864641e-13,0.33850754171646713,0.3385075417160124
QN439,1110.5952540932258,1110.5952540932265,1110.595254093226,6.821210263296962e-13,-4.547473508864641e-13,2.2737367544323206e-13
QN612,1580.0877686352956,1580.0877686352953,1580.0877686352953,-2.2737367544323206e-13,0.0,-2.2737367544323206e-13
BK138,1153.171861004561,1153.171861004559,1128.1320280031616,-1.8189894035458565e-12,-25.039833001397483,-25.039833001399302
BK860,835.0205641346969,835.0205641346963,835.0205641346959,-5.684341886080801e-13,-4.547473508864641e-13,-1.0231815394945443e-12
BK212,1372.1934327232332,1665.578194645099,1763.4439266213656,293.3847619218659,97.86573197626649,391.2504938981324
BK1014,1510.7486367920712,1510.7486367920735,1510.7486367920746,2.2737367544323206e-12,1.1368683772161603e-12,3.410605131648481e-12
BX19,1051.0799934981867,1051.0799934981856,1051.079993498185,-1.1368683772161603e-12,-4.547473508864641e-13,-1.5916157281026244e-12
BK303,962.5532430995315,671.4876081636846,572.4145321008052,-291.0656349358469,-99.07307606287941,-390.1387109987263
BK348,1144.1630952494331,1183.0297199523277,1194.7591016124438,38.86662470289457,11.729381660116132,50.5960063630107
BK688,1333.0244935780051,1333.0244935780047,1333.0244935780045,-4.547473508864641e-13,-2.2737367544323206e-13,-6.821210263296962e-13
BK768,1202.2598268276909,1202.25982682769,1202.2598268276893,-9.094947017729282e-13,-6.821210263296962e-13,-1.5916157281026244e-12
BK576,867.5656746407192,867.5656746407191,867.5656746407187,-1.1368683772161603e-13,-3.410605131648481e-13,-4.547473508864641e-13
BK191,503.5603407817385,503.56034078173866,503.56034078173934,1.7053025658242404e-13,6.821210263296962e-13,8.526512829121202e-13
BK1012,1348.5370598579566,1348.5370598579566,1348.537059857958,0.0,1.3642420526593924e-12,1.3642420526593924e-12
QN998.02,1004.3801185343328,1004.3801185343323,957.1439327420933,-5.684341886080801e-13,-47.236185792238985,-47.23618579223955
QN552,2068.146202107111,2068.146202107115,2068.146202107114,4.092726157978177e-12,-1.3642420526593924e-12,2.7284841053187847e-12
BK728,1438.7698946115975,1438.769894611598,1438.7698946116006,4.547473508864641e-13,2.7284841053187847e-12,3.183231456205249e-12
BK202,2514.847426512453,2676.1917478972446,2729.9731883588443,161.34432138479178,53.781440461599686,215.12576184639147
QN517,590.5798640015371,590.5798640015367,590.5798640015369,-3.410605131648481e-13,1.1368683772161603e-13,-2.2737367544323206e-13
BK423,843.2511958103739,843.2511958103747,843.2511958103737,7.958078640513122e-13,-1.0231815394945443e-12,-2.2737367544323206e-13
QN108,2173.703012505131,2173.70301250513,2173.7030125051315,-9.094947017729282e-13,1.3642420526593924e-12,4.547473508864641e-13
BK513,651.8978129531389,651.8978129531391,651.8978129531394,2.2737367544323206e-13,2.2737367544323206e-13,4.547473508864641e-13
QN19,1424.2843323603827,1424.2843323603834,1216.008472252753,6.821210263296962e-13,-208.27586010763025,-208.27586010762957
BK1150,1065.093268669672,1098.8820497811848,1110.144976818358,33.78878111151289,11.262927037173085,45.051708148685975
QN1291.04,2782.3633668802454,2782.3633668802445,2782.3633668802436,-9.094947017729282e-13,-9.094947017729282e-13,-1.8189894035458565e-12
BK598,1522.9437448593371,1522.9437448593367,1522.9437448593364,-4.547473508864641e-13,-2.2737367544323206e-13,-6.821210263296962e-13
BK208,1618.0812061446666,1820.379707826625,1887.8125417206109,202.29850168195844,67.43283389398584,269.7313355759443
BK882,996.1765171205326,996.1765171205327,996.1765171205317,1.1368683772161603e-13,-1.0231815394945443e-12,-9.094947017729282e-13
BK406,2083.445404350968,2069.082302222331,2064.2946015127854,-14.363102128637365,-4.787700709545334,-19.1508028381827
QN1463,3809.310923002673,3809.310923002673,3809.310923002673,0.0,0.0,0.0
BK335,1393.8002603796963,1341.8756245758516,1486.5451161612582,-51.924635803844694,144.6694915854066,92.74485578156191
BX395,430.64030141308734,430.6403014130872,430.1728431787957,-1.7053025658242404e-13,-0.4674582342914846,-0.4674582342916551
QN110,1749.5969422521027,1749.5969422521034,1749.5969422521027,6.821210263296962e-13,-6.821210263296962e-13,0.0
BK362,1228.4047990580134,1228.404799058013,1227.871811974663,-4.547473508864641e-13,-0.5329870833500081,-0.5329870833504629
BK426,1838.3922181301075,1838.3922181301054,1838.3922181301068,-2.0463630789890885e-12,1.3642420526593924e-12,-6.821210263296962e-13
BK401,1551.1453477792923,1188.7745524403138,1068.5599559974335,-362.3707953389785,-120.21459644288029,-482.5853917818588
BK60,2310.4851250398488,2310.485125039845,2048.4196501596875,-3.637978807091713e-12,-262.0654748801576,-262.0654748801612
QN443.02,1435.0836095074915,1435.0836095074917,1435.0836095074928,2.2737367544323206e-13,1.1368683772161603e-12,1.3642420526593924e-12
BX424,2498.8291843866346,2498.8291843866323,2498.829184386632,-2.2737367544323206e-12,-4.547473508864641e-13,-2.7284841053187847e-12
BK986,1452.8809102060818,1452.8809102060825,1452.880910206083,6.821210263296962e-13,4.547473508864641e-13,1.1368683772161603e-12
BX76,697.1839266785031,697.1839266785037,697.1839266785033,5.684341886080801e-13,-3.410605131648481e-13,2.2737367544323206e-13
QN172,1273.8067967194652,1273.8067967194686,1273.806796719469,3.410605131648481e-12,4.547473508864641e-13,3.865352482534945e-12
BK840,1669.9589762751286,1739.1587143888933,1762.2252937601506,69.19973811376462,23.066579371257376,92.266317485022
BK258,1955.8386076765173,1955.838607676517,1955.8386076765175,-2.2737367544323206e-13,4.547473508864641e-13,2.2737367544323206e-13
BK544,2071.8938592559375,2071.893859255936,2071.893859255937,-1.3642420526593924e-12,9.094947017729282e-13,-4.547473508864641e-13
BK265,1018.1328848724651,1018.1328848724642,1018.1328848724644,-9.094947017729282e-13,2.2737367544323206e-13,-6.821210263296962e-13
QN711,1014.012905842926,1014.0129058429268,1014.0129058429271,7.958078640513122e-13,3.410605131648481e-13,1.1368683772161603e-12
BK76,1232.9632331187556,1232.9632331187556,1232.9632331187563,0.0,6.821210263296962e-13,6.821210263296962e-13
BK846,1281.9505134183257,1299.7727991009974,1305.7135609952222,17.82228568267169,5.940761894224806,23.763047576896497
BK373,680.3127237089654,671.4593373116169,668.9659156232892,-8.853386397348572,-2.4934216883276576,-11.34680808567623
SI77,2011.880621393765,2011.8806213937676,2011.8806213937653,2.5011104298755527e-12,-2.2737367544323206e-12,2.2737367544323206e-13
QN661,1070.3931375715927,1070.393137571593,1070.393137571592,2.2737367544323206e-13,-9.094947017729282e-13,-6.821210263296962e-13
BK137,595.2203603612214,595.2203603612212,595.2203603612224,-2.2737367544323206e-13,1.2505552149377763e-12,1.0231815394945443e-12
BK262,665.9774110943279,665.9774110943277,665.9774110943283,-1.1368683772161603e-13,5.684341886080801e-13,4.547473508864641e-13
BX96,691.2299490505629,691.229949050563,682.3062869479105,1.1368683772161603e-13,-8.923662102652543,-8.923662102652429
QN365,1167.6475482000153,1162.8941937608722,1161.3097422811577,-4.753354439143095,-1.5844514797145166,-6.337805918857612
QN59,1288.7931946000688,1288.4429956469623,1288.3262626625954,-0.35019895310642823,-0.11673298436699042,-0.46693193747341866
QN997.03,1185.5710478656072,1185.571047865608,1188.8038944176778,9.094947017729282e-13,3.232846552069759,3.2328465520706686
QN476,2429.016836077259,2429.0168360772586,2429.0168360772564,-4.547473508864641e-13,-2.2737367544323206e-12,-2.7284841053187847e-12
BK586,1242.468962570671,1242.4689625706699,1242.4689625706715,-1.1368683772161603e-12,1.5916157281026244e-12,4.547473508864641e-13
BK1078,1883.2539513164995,1883.2539513165,1883.2539513165,4.547473508864641e-13,0.0,4.547473508864641e-13
BK94,1554.200209806389,1554.20020980639,1554.2002098063908,9.094947017729282e-13,9.094947017729282e-13,1.8189894035458565e-12
BX314,2509.6459075391567,2509.6459075391567,2509.6459075391567,0.0,0.0,0.0
QN598,3704.9940859105545,3704.994085910557,3704.9940859105523,2.2737367544323206e-12,-4.547473508864641e-12,-2.2737367544323206e-12
BK200,2585.298946166034,2766.1704495224826,2826.460950641299,180.87150335644856,60.29050111881634,241.1620044752649
BK188,1429.5555107760329,1429.5555107760351,1429.5555107760342,2.2737367544323206e-12,-9.094947017729282e-13,1.3642420526593924e-12
QN65.02,1700.747051777232,1700.7470517772292,1700.7470517772272,-2.7284841053187847e-12,-2.0463630789890885e-12,-4.774847184307873e-12
BK206,1609.8116826051873,1609.8116826051887,1609.8116826051892,1.3642420526593924e-12,4.547473508864641e-13,1.8189894035458565e-12
QN176,1901.5072922986844,1901.5072922986822,1901.507292298682,-2.2737367544323206e-12,-2.2737367544323206e-13,-2.5011104298755527e-12
QN427,1444.708993268511,1444.708993268514,1444.7089932685144,2.9558577807620168e-12,4.547473508864641e-13,3.410605131648481e-12
QN526,1155.1397587779372,1155.1397587779372,1155.1397587779372,0.0,0.0,0.0
BK884,823.4432313231881,823.4432313231877,823.4432313231883,-4.547473508864641e-13,6.821210263296962e-13,2.2737367544323206e-13
BK648,1003.3002730754412,1003.3002730754425,1003.3002730754401,1.3642420526593924e-12,-2.3874235921539366e-12,-1.0231815394945443e-12
BK738,744.6307477221613,728.2305776962268,722.7638543542488,-16.400170025934585,-5.466723341977968,-21.866893367912553
QN33,1497.8203476597039,1497.8203476597027,1425.514856851734,-1.1368683772161603e-12,-72.30549080796868,-72.30549080796982
BK443,1436.622402864688,1436.6224028646895,1436.62240286469,1.5916157281026244e-12,4.547473508864641e-13,2.0463630789890885e-12
BX448,3219.0032538040614,3065.7421964601895,3014.655177345568,-153.26105734387193,-51.0870191146214,-204.34807645849332
BK381,870.4418596352614,870.4418596352626,816.4390148414674,1.2505552149377763e-12,-54.00284479379525,-54.002844793794
BX388,1693.6203130587317,1693.620313058733,1736.638813916997,1.3642420526593924e-12,43.018500858263906,43.01850085826527
QN558,2362.3564026221907,2362.3564026221934,2362.356402622191,2.7284841053187847e-12,-2.2737367544323206e-12,4.547473508864641e-13
BK1120,568.6178930458398,568.6178930458404,568.6178930458402,6.821210263296962e-13,-2.2737367544323206e-13,4.547473508864641e-13
BK1152,936.5726634567778,936.5726634567789,936.5726634567789,1.0231815394945443e-12,0.0,1.0231815394945443e-12
QN272,1702.6268926870964,1702.6268926870978,1702.6268926870973,1.3642420526593924e-12,-4.547473508864641e-13,9.094947017729282e-13
QN1339,1140.356021025131,1140.3560210251323,1140.356021025134,1.3642420526593924e-12,1.5916157281026244e-12,2.9558577807620168e-12
MN73,598.5391757285126,598.5391757285128,596.7405655337823,1.1368683772161603e-13,-1.798610194730486,-1.7986101947303723
BX428,3235.6130554935066,2765.165636651933,2608.3498303714073,-470.44741884157384,-156.81580628052552,-627.2632251220994
QN679,1578.6627188960845,1578.6627188960845,1578.6627188960845,0.0,0.0,0.0
QN434,1591.8484866388096,1591.8484866388112,1591.8484866388128,1.5916157281026244e-12,1.5916157281026244e-12,3.183231456205249e-12
BK397,815.4933101049301,670.7493114448247,610.9909814089068,-144.74399866010538,-59.75833003591788,-204.50232869602326
QN1159,1552.0256147120865,1552.0256147120858,1552.0256147120867,-6.821210263296962e-13,9.094947017729282e-13,2.2737367544323206e-13
BK291,1016.2283648483543,1016.2283648483543,1016.2283648483557,0.0,1.3642420526593924e-12,1.3642420526593924e-12
SI277.02,776.0932961152955,776.0932961152955,776.0932961152955,0.0,0.0,0.0
BK790,2035.0134794010862,2035.0134794010883,1835.3924396880548,2.0463630789890885e-12,-199.6210397130335,-199.62103971303145
BK640,1761.1709626708653,1761.1709626708625,1769.07825633453,-2.7284841053187847e-12,7.90729366366736,7.907293663664632
QN729,1750.2211292551021,1750.2211292551033,1750.2211292551017,1.1368683772161603e-12,-1.5916157281026244e-12,-4.547473508864641e-13
BK792,1413.858368038197,1413.858368038197,1202.7443787823813,0.0,-211.1139892558158,-211.1139892558158
BK393,1114.7609672997999,1114.7609672997994,1114.7609672998,-4.547473508864641e-13,6.821210263296962e-13,2.2737367544323206e-13
BK78,1132.8788472211716,1132.8788472211716,1132.8788472211727,0.0,1.1368683772161603e-12,1.1368683772161603e-12
QN516,3116.606192273857,3116.606192273858,3116.6061922738586,1.3642420526593924e-12,4.547473508864641e-13,1.8189894035458565e-12
QN178,2207.685838505776,2207.6858385057762,2207.6858385057762,4.547473508864641e-13,0.0,4.547473508864641e-13
QN152,2018.3645158107431,2018.3645158107427,1977.4379806743261,-4.547473508864641e-13,-40.92653513641653,-40.92653513641699
BK470,1008.0818163391208,1008.0818163391228,1014.18799599754,2.0463630789890885e-12,6.106179658417204,6.106179658419251
QN140,864.1181018123697,864.1181018123671,864.1181018123665,-2.6147972675971687e-12,-5.684341886080801e-13,-3.183231456205249e-12
BK210,1236.5509639761206,1483.524124198853,1565.8485109397636,246.97316022273253,82.32438674091054,329.2975469636431
BX390,705.0938580398955,705.093858039896,705.0938580398961,4.547473508864641e-13,1.1368683772161603e-13,5.684341886080801e-13
QN907,933.8424712646803,933.8424712646805,933.8424712646806,2.2737367544323206e-13,1.1368683772161603e-13,3.410605131648481e-13
BX72,1097.1902190484534,1097.1902190484543,1097.1902190484534,9.094947017729282e-13,-9.094947017729282e-13,0.0
QN601,950.786065962202,950.7860659622016,950.7860659622012,-3.410605131648481e-13,-4.547473508864641e-13,-7.958078640513122e-13
BK394,1418.5566605751185,1418.5566605751185,1292.5039372690346,0.0,-126.05272330608386,-126.05272330608386
QN122,1435.6840526310257,1435.6840526310239,1435.6840526310232,-1.8189894035458565e-12,-6.821210263296962e-13,-2.5011104298755527e-12
BK222,749.3113646483839,749.3113646483827,673.9840463005576,-1.2505552149377763e-12,-75.3273183478251,-75.32731834782635
BK542,1756.9732412344958,1756.9732412344972,1756.9732412344956,1.3642420526593924e-12,-1.5916157281026244e-12,-2.2737367544323206e-13
QN1571.02,1734.3164201049474,1734.3164201049467,1734.3164201049506,-6.821210263296962e-13,3.865352482534945e-12,3.183231456205249e-12
BK832,1511.712411764082,1410.1956535698407,1376.3567341717599,-101.51675819424122,-33.83891939808086,-135.35567759232208
BK216,1563.2112452510112,1567.8021349798805,1568.2578465194474,4.590889728869342,0.4557115395668916,5.046601268436234
BX382,1311.2542037154258,1311.2542037154246,1404.132415493362,-1.1368683772161603e-12,92.8782117779374,92.87821177793626
BK248,1426.3916464447022,1426.391646444701,1532.4305549485578,-1.1368683772161603e-12,106.03890850385665,106.03890850385551
BK1010,1157.243112974665,1157.2431129746656,1157.243112974664,4.547473508864641e-13,-1.5916157281026244e-12,-1.1368683772161603e-12
BK732,1401.3137598803914,1388.722940403047,1384.5260005772652,-12.59081947734444,-4.196939825781783,-16.787759303126222
BX54,1493.884703001864,1493.8847030018644,1493.8847030018653,4.547473508864641e-13,9.094947017729282e-13,1.3642420526593924e-12
BK375,494.7692404178065,489.77361386710123,475.0126487776568,-4.9956265507052535,-14.760965089444426,-19.75659164014968
QN587,636.7248283683562,636.7248283683555,636.7248283683562,-6.821210263296962e-13,6.821210263296962e-13,0.0
QN126.02,1144.010018385297,1144.0100183852974,1144.010018385297,4.547473508864641e-13,-4.547473508864641e-13,0.0
BK445,1031.9904306892872,1031.9904306892865,1031.9904306892886,-6.821210263296962e-13,2.0463630789890885e-12,1.3642420526593924e-12
BK153,905.8540527841658,905.854052784166,905.8540527841658,2.2737367544323206e-13,-2.2737367544323206e-13,0.0
QN695,2376.164865412284,2376.164865412288,2376.1648654122864,3.637978807091713e-12,-1.3642420526593924e-12,2.2737367544323206e-12
QN508,2023.3257591530858,2023.3257591530835,2023.325759153082,-2.2737367544323206e-12,-1.5916157281026244e-12,-3.865352482534945e-12
QN111,801.5319744192902,801.5319744192888,801.5319744192889,-1.4779288903810084e-12,1.1368683772161603e-13,-1.3642420526593924e-12
QN524,1185.5921087643762,1185.5921087643753,1185.5921087643742,-9.094947017729282e-13,-1.1368683772161603e-12,-2.0463630789890885e-12
BK402,983.986561360043,983.9865613600431,983.9865613600429,1.1368683772161603e-13,-2.2737367544323206e-13,-1.1368683772161603e-13
BK696.01,1376.442280550589,1376.4422805505887,1376.442280550587,-2.2737367544323206e-13,-1.8189894035458565e-12,-2.0463630789890885e-12
BK337,1072.7147937635202,1062.9257480719602,1268.6668669131354,-9.789045691559977,205.7411188411752,195.95207314961522
BK916,1001.3361054423143,1001.3361054423135,1001.3361054423145,-7.958078640513122e-13,1.0231815394945443e-12,2.2737367544323206e-13
BK565,807.9263164525914,807.9263164525922,807.9263164525926,7.958078640513122e-13,3.410605131648481e-13,1.1368683772161603e-12
BK498,2316.1118482929583,2316.111848292958,2316.1118482929596,-4.547473508864641e-13,1.8189894035458565e-12,1.3642420526593924e-12
BX356,1098.3791381329156,1098.379138132916,1098.3791381329177,4.547473508864641e-13,1.5916157281026244e-12,2.0463630789890885e-12
BK160,780.2742308936727,780.2742308936729,681.4470821591959,2.2737367544323206e-13,-98.82714873447696,-98.82714873447674
BK22,608.6317409227847,608.6317409227848,608.6317409227847,1.1368683772161603e-13,-1.1368683772161603e-13,0.0
BK395,1030.224314663881,1030.22431466388,928.6915678478586,-9.094947017729282e-13,-101.53274681602147,-101.53274681602238
BK563,948.9847323234644,948.9847323234641,948.9847323234635,-3.410605131648481e-13,-5.684341886080801e-13,-9.094947017729282e-13
BK497,1022.1831688916824,1022.1831688916819,1022.1831688916817,-4.547473508864641e-13,-2.2737367544323206e-13,-6.821210263296962e-13
QN1123,1160.5187464617752,1160.518746461775,1160.5187464617757,-2.2737367544323206e-13,6.821210263296962e-13,4.547473508864641e-13
SI173,1454.9980123212586,1454.9980123212586,1454.9980123212588,0.0,2.2737367544323206e-13,2.2737367544323206e-13
BK180,1080.476729767512,1080.4767297675128,1080.4767297675116,6.821210263296962e-13,-1.1368683772161603e-12,-4.547473508864641e-13
QN687,2115.459892952067,2115.4598929520653,2115.459892952065,-1.8189894035458565e-12,-4.547473508864641e-13,-2.2737367544323206e-12
BK74,708.8728478389453,708.8728478389453,708.8728478389448,0.0,-4.547473508864641e-13,-4.547473508864641e-13
BX370,1195.6899323810158,1195.6899323810173,1212.7493572289866,1.5916157281026244e-12,17.05942484796924,17.05942484797083
BK698,1121.3780235218499,1121.3780235218514,1121.3780235218512,1.5916157281026244e-12,-2.2737367544323206e-13,1.3642420526593924e-12
SI17,1478.4285702090053,1478.4285702090046,1478.428570209006,-6.821210263296962e-13,1.3642420526593924e-12,6.821210263296962e-13
QN258,990.5809385387852,990.5809385387854,990.5809385387855,2.2737367544323206e-13,1.1368683772161603e-13,3.410605131648481e-13
QN1193,764.7475651973572,764.7475651973562,764.7475651973558,-1.0231815394945443e-12,-3.410605131648481e-13,-1.3642420526593924e-12
BK534,1019.8138386671344,1019.8138386671345,1019.8138386671344,1.1368683772161603e-13,-1.1368683772161603e-13,0.0
BK966,821.80105713656,821.8010571365593,821.8010571365588,-6.821210263296962e-13,-4.547473508864641e-13,-1.1368683772161603e-12
BK616,1443.2327699518808,1379.0585492100945,1400.4499561240243,-64.17422074178626,21.391406913929814,-42.782813827856444
BK1118,1133.3029994443932,1133.3029994443928,1133.3029994443941,-4.547473508864641e-13,1.3642420526593924e-12,9.094947017729282e-13
BX380,787.8266312569815,787.8266312569821,787.8266312569822,5.684341886080801e-13,1.1368683772161603e-13,6.821210263296962e-13
QN34,1542.6373593370508,1542.6373593370502,1542.6373593370495,-6.821210263296962e-13,-6.821210263296962e-13,-1.3642420526593924e-12
BK155,1555.4208044648994,1555.420804464898,1555.4208044648988,-1.3642420526593924e-12,6.821210263296962e-13,-6.821210263296962e-13
