ITZ_GEOID,SQUARE_METER_GREENSPACE_COVERAGE
"BX181.01",3972.417861600001
"BX179.01",1960.9276910399994
"BX197",4766.018855040004
"BX175",9798.321048479991
"BX179.02",13446.484074720005
"BX147.02",16349.35568832001
"BX145",13534.184544480002
"BX147.01",20380.372142399996
"BX177.01",5807.183224319999
"BX149",17038.580116319998
"BX151",20664.446412959995
"BX155",13957.984987200014
"BX123",34685.442887040015
"BX153",50170.05707904008
"BX157",53725.828031999954
"BX56",16158.834779039998
"BX64",23048.47777392002
"BX76",11650.157344799973
"BX62",41199.40921392
"BX70",19112.68693584001
"BX72",16118.491633920006
"BX212",18074.634818400024
"BX78",23655.041722079994
"BX92",19310.361379200014
"BX166",68228.9680579201
"BX164",31434.32422800001
"BX160",117157.1669755201
"BX141",15021.237054239977
"BX173",12485.564706239998
"BX183.01",1765.6455009599997
"BX183.02",3808.978188480005
"BX143",3468.5814499200023
"BX185",33962.42497824002
"BX131",22216.41492192
"BX135",30115.681704000017
"BX121.01",8189.193944160008
"BX125",19062.170907840013
"BX127.01",9283.011111360005
"BX121.02",3567.9180254400003
"BX52",12395.588112000001
"BX54",10682.061216479997
"BX50.01",6689.111783040001
"BX50.02",2348.4030451200006
"BX44",80599.33299456003
"BX48",30218.873755679975
"BX68",19196.20676880001
"BX42",69560.33829840002
"BX40.01",12382.860395520003
"BX98",72912.72127104002
"BX90",137500.30822463997
"BX152",50787.72294047996
"BX162",35007.28224335998
"BX158",29636.58072671998
"BX67",24591.179204640037
"BX69",24642.438456960008
"BX75",43526.09617344004
"BX71",20067.451477920004
"BX77",12288.00639168
"BX79",24586.39469808007
"BX87",34418.43955008002
"BX129.01",12357.660445920017
"BX85",12581.324514720012
"BX133",31097.550708
"BX89",6822.148936319997
"BX159",8407.655442720003
"BX119",18544.77065232002
"BX115.02",16299.141595199984
"BX93",155706.37761888024
"BX24",503844.44779296074
"BX28",53543.80775088
"BX46",20077.183071359985
"BX38",8866.550008800004
"BX16",114826.64776560006
"BX20",86218.64304624002
"BX74",30989.89931040001
"BX86",49483.271355840014
"BX144",127434.84448463982
"BX130",21457.699020000007
"BX41",20010.060624960024
"BX43",13834.958136480009
"BX35",11256.318132480004
"BX73",16829.246341440008
"BX37",102611.80251792006
"BX31",5918.364937440003
"BX83",12473.324730720049
"BX117",78944.6369491199
"BX2",100480.49065152003
"BX4",280990.2147926397
"BX84",26925.32163311998
"BX33",15896.383691040015
"BX25",11818.822813920015
